longitude,latitude,date,name
95.777581,28.233285,2024-04-24,Hunli-Anini
93.542196,27.78598,2024-05-16,Pach Nallah
94.910333,28.748529,2024-06-15,Bomdo
93.783419,27.121869,2024-06-18,Karsingsa
93.62708,27.099654,2024-06-23,Itanagar
95.746747,27.141177,2024-06-16,Rangfra
92.605617,27.03649,2024-06-26,Tippi
94.711676,27.923784,2024-06-25,Siji
94.883203,28.226541,2024-06-29,Tarak
93.6327,27.07383,2024-06-29,Jullang
94.361341,28.519848,2024-06-29,Tatu
96.374843,27.886843,2024-06-29,Demwe
96.565515,28.06798,2024-06-29,Hayuliang
92.958741,27.30978,2024-06-30,Bana
94.964479,28.676866,2024-06-30,Jengging
95.092954,28.142213,2024-06-29,Babuk
93.605705,27.090926,2024-07-01,DivisionIV
93.430041,27.895164,2024-06-30,Rengchi
93.591888,27.089317,2024-07-01,Baat
94.98636,28.233305,2024-07-04,Pangin
95.093074,28.142494,2024-07-06,Babuk2
93.783633,27.121839,2024-07-05,Karsingsa
94.316142,28.697524,2024-07-05,ShiYomi
96.439961,28.047143,2024-07-05,Mompani
93.636163,27.72775,2024-07-05,Palin
92.792901,27.307091,2024-07-14,Palizi
93.621829,27.031002,2024-07-22,Holongi
91.857654,27.611051,2024-09-07,Bramadungchung
92.562963,27.203922,2024-10-04,Kaspi
92.891914,25.109872,2024-05-01,Jatinga
92.76249,25.019471,2024-05-03,Damcherra
95.738226,27.282038,2024-05-26,Tikok
94.263033,27.532524,2024-05-27,Subansiri
91.747639,26.144954,2024-05-29,KrishnaNagar
91.71827,26.125215,2024-06-03,Katahbari
91.698208,26.160366,2024-06-03,GramyaNagar
93.116465,25.179895,2024-05-30,Mahur
93.01028,25.202045,2024-05-30,Lungkhok
93.020431,25.1934,2024-05-30,Bethel
91.775725,26.190964,2024-05-30,RudraNagar
92.523786,24.787043,2024-06-19,Bendargool
91.846223,26.111529,2024-07-04,8thMile
91.829241,26.179508,2024-07-12,Bonda
92.747317,25.006926,2024-08-10,Damchera2
94.27133,24.67507,2024-05-27,Kasom
93.7777,24.78167,2024-05-28,Imphal
93.97409,25.26763,2024-05-28,Senapati
94.21625,24.95445,2024-07-02,MongkotChepu
94.34178,25.06391,2024-07-03,Kazipphung
93.96529,25.13191,2024-07-04,Kangpokpi
93.49901,24.98131,2024-07-29,Dimthanlong
93.79057,24.7764,2024-07-29,Sinam
93.43601,24.76632,2024-07-29,Rengpang
93.46316,24.75121,2024-07-29,Taodaijang
93.83401,24.53455,2024-08-01,Thanga1
93.81729,24.52563,2024-08-01,Thanga2
93.81477,24.5226,2024-08-01,ThangaNgaram
93.919,24.73502,2024-08-01,Oinam
93.82001,24.52711,2024-08-01,Heisnam
93.13879,24.75096,2024-08-06,Jiribam
93.42788,24.75648,2024-08-07,Nungba
93.26164,24.72047,2024-08-07,Kaimai
94.35854,25.092,2024-08-12,Hamleikhong
93.73187,24.78893,2024-08-18,KSinam2
93.55647,24.81961,2024-08-18,Awangkhul
93.5706,24.83803,2024-10-01,AwangkhulRangkhung
92.36018,25.105844,2024-02-03,SonapurTunnel1
92.358006,25.102667,2024-04-30,SonapurTunnel2
91.856166,25.569287,2024-05-16,ThirdMile
91.856614,25.568237,2024-05-16,Borma
91.873806,25.568556,2024-05-17,ShillongAssembly
92.360977,25.106205,2024-05-27,SonapurTunnel3
91.614595,25.363389,2024-05-28,Weilong
91.893134,25.62836,2024-05-28,Mawlai
91.902597,25.625808,2024-05-28,Mawkynroh
91.751767,25.453314,2024-05-28,Mawphland
91.871489,25.567062,2024-05-28,Rilbong
91.881821,25.560962,2024-05-28,Lumparing
91.3896869,25.39192932,2024-05-28,13KM
91.748951,25.271534,2024-05-30,Nongpriang
92.368435,25.15457,2024-05-30,Lumshnong1
92.38607,25.162582,2024-06-15,Lumshnong2
91.866635,25.568354,2024-06-15,Lummawbah
91.433141,25.52819,2024-06-17,Markasa
91.874287,25.82781,2024-06-14,RiPalei
91.875187,25.800588,2024-06-14,Umsamlem
91.899853,25.679203,2024-06-14,Umiam1
91.466408,25.368971,2024-06-15,Mawkyrwat
91.236212,25.225818,2024-06-15,Ranikor
91.828582,25.518951,2024-06-19,Pomlum
92.220332,25.152774,2024-06-17,Karkhana
91.700373,25.510164,2024-06-28,Sohiong
91.903928,25.669593,2024-06-30,Umiam2
91.898077,25.653138,2024-07-01,UmiamDam
91.900697,25.682492,2024-06-30,Umbang1
91.897497,25.676048,2024-06-30,NEPA
91.898378,25.675099,2024-06-30,Umiam3
91.902376,25.686237,2024-06-30,Umbang2
91.903145,25.686801,2024-06-30,Umbang3
91.906341,25.692127,2024-06-30,Sumer
91.899541,25.67939,2024-06-30,Umbang4
91.271797,25.529008,2024-07-02,Tiehsaw
91.514339,25.466183,2024-07-02,Pariong
90.647418,25.193381,2024-07-04,Baghmara1
90.633676,25.210055,2024-07-04,Baghmara2
91.898983,25.649229,2024-07-02,Umiam4
91.898692,25.650726,2024-07-02,Umiam5
91.893994,25.651025,2024-07-02,UmiamView
91.889399,25.641388,2024-07-02,Mawlai2
91.889427,25.640973,2024-07-02,Mawlai3
92.362414,25.08048,2024-07-12,Kuliang1
90.193856,25.724652,2024-07-13,Dadenggre
91.875303,25.809077,2024-07-14,Pahamrinai
91.874717,25.781194,2024-07-06,Umran
91.869058,26.029622,2024-07-18,Maupur
92.362358,25.080525,2024-08-06,Kuliang2
92.361029,25.106369,2024-08-06,SonapurTunnel4
92.362247,25.080525,2024-08-12,Kuliang3
92.362123,25.080525,2024-08-17,Kuliang4
91.865183,25.951567,2024-09-06,Shangbangla
92.362183,25.080516,2024-09-30,Kuliang5
90.237665,25.267236,2024-10-04,Koinadubi
90.424197,25.236002,2024-10-05,Attesia
90.257292,25.599743,2024-06-15,Rongram
90.420247,25.556716,2024-06-15,Mangrure1
90.420122,25.556503,2024-06-15,Mangrure2
90.420051,25.556389,2024-06-15,Mangrure3
90.412596,25.549989,2024-06-15,Simsang1
90.412686,25.55002,2024-06-15,Simsang2
90.408643,25.549016,2024-06-15,Simsang3
90.385679,25.547884,2024-06-15,Durakalakgre
90.351459,25.561542,2024-06-15,Matchurigre1
90.351379,25.561887,2024-06-15,Matchurigre2
90.351379,25.561884,2024-06-15,Matchurigre3
90.349382,25.561705,2024-06-15,Matchurigre4
90.341414,25.557146,2024-06-15,Matchurigre5
90.341198,25.55621,2024-06-15,Matchurigre6
90.340616,25.555088,2024-06-15,Matchurigre7
90.236012,25.556378,2024-06-15,Chasingre
90.230769,25.545538,2024-06-15,Rongkon
90.204561,25.308286,2024-06-15,Rengsipara1
90.204644,25.308134,2024-06-15,Rengsipara2
90.220672,25.496547,2024-06-15,Bolpuchring1
90.221742,25.496702,2024-06-15,Bolpuchring2
90.222287,25.496123,2024-06-15,Bolpuchring3
90.223143,25.47651,2024-06-15,Derengre
90.220833,25.470969,2024-06-15,Dinasagre1
90.220708,25.469956,2024-06-15,Dinasagre2
90.223057,25.399736,2024-06-15,Rongbretgre1
90.226635,25.396902,2024-06-15,Rongbretgre2
90.22618,25.395992,2024-06-15,Rongbretgre3
90.225665,25.39366,2024-06-15,Rongbretgre4
90.222252,25.355696,2024-06-15,Santogre1
90.222034,25.355738,2024-06-15,Santogre2
90.203781,25.338717,2024-06-15,Kherapara1
90.205449,25.324709,2024-06-15,Kherapara2
90.205134,25.324395,2024-06-15,Kherapara3
90.205068,25.324305,2024-06-15,Kherapara4
90.200065,25.314873,2024-06-15,Dopogre1
90.200072,25.314952,2024-06-15,Dopogre2
92.71768,23.68059,2024-05-28,Hlimen
92.71425,23.74506,2024-05-28,Hunthar
92.7266,23.71769,2024-05-28,Salem
92.72635,23.62224,2024-05-28,Falkawn
92.68159,23.45122,2024-05-28,Lungsei
92.70656,23.55912,2024-05-28,Aibawk
92.27094,23.75095,2024-06-11,Khantlang
92.73935,23.75524,2024-07-02,Zuangtui
92.72946,23.75565,2024-07-02,Bawngkawn
92.7463,23.73397,2024-07-02,Zemabawk
92.73362,23.76229,2024-07-02,Durtlang
92.64393,23.99435,2024-08-28,Kawnpui
94.521634,26.006772,2024-07-01,ZunhebotoDIET
94.841673,26.185832,2024-07-03,KWongthu
94.746775,26.090935,2024-07-05,Chessore
94.12725,25.607096,2024-07-12,SecaKhel
94.531077,26.015899,2024-07-07,Alahuto
94.255575,26.107402,2024-07-15,Wokha
94.25861,26.09928,2024-07-22,Tchuyiro
94.246652,26.2956,2024-07-22,Lakhuti
94.103026,25.680683,2024-07-26,Pezielietsie
94.18373,25.671317,2024-08-04,Dzuu
94.930126,25.699199,2024-08-12,Lophukhong
94.034266,25.724445,2024-08-14,Zubza
94.04216,25.670326,2024-08-23,Khonoma
94.254992,26.098734,2024-08-26,Etsuchuka
94.537726,26.249363,2024-08-29,Longsa
94.586325,26.302047,2024-08-26,Mokokchung
93.913722,25.773953,2024-09-03,Pherima
94.068528,25.710966,2024-09-09,KMCDump1
94.068536,25.710898,2024-10-04,KMCDump2
88.61161,27.24534,2024-05-17,PakyongDC
88.67311,27.62714,2024-06-01,Matim
88.61639,27.37194,2024-06-01,Tashi
88.41938,27.29403,2024-06-10,Majua
88.53445,27.50028,2024-06-13,Mangan1
88.50579,27.23553,2024-06-11,Shantinagar
88.60993,27.32167,2024-06-11,PaniHouse
88.54756,27.86372,2024-06-11,Zeema
88.55658,27.50669,2024-06-13,Pakshep
88.52691,27.5086,2024-06-13,Sangkalang
88.60395,27.32468,2024-06-28,Lingding
88.32418,27.35164,2024-07-12,Makha
88.5491,27.82149,2024-07-21,MunsiThang
88.65081,27.56807,2024-07-22,Toong
88.45966,27.25169,2024-08-20,Balutar
88.59367,27.23968,2024-08-29,PakyongAirport
88.52716,27.47775,2024-09-30,RangRang
88.49725,27.37807,2024-09-30,LowerTintek
88.09037,27.17605,2024-09-30,RibdiBhareng
91.705846,23.878866,2024-06-15,Mungiakami
91.516866,23.167876,2024-08-19,Debipur
91.634953,23.839927,2024-08-19,Teliamura
91.908101,24.109649,2024-08-19,Saikar
91.524158,23.312969,2024-08-22,Gardang
91.755621,23.423169,2024-08-22,NutanBazar
